pair_id,image_id,query_kind,local_cka,local_null_mean,local_null_std,local_cka_excess,local_cka_normalized,local_z_score,local_empirical_p_value,local_null_exceedance_count,local_permutations_evaluated,query_in_calibration,excluded_calibration_indices,neighbor_indices
P21,val/n03930630/ILSVRC2012_val_00049612.JPEG,clean,0.9829988479614258,0.5938502600491047,0.08520890307442627,0.3891485879123211,0.9581406797388823,4.566994455642936,0.000999000999000999,0,1000,0,,39|18|35|37|15|38|8|17
P21,val/n03930630/ILSVRC2012_val_00010012.JPEG,clean,0.9797797799110413,0.6397430869936943,0.07062824792145529,0.34003669291734695,0.9438727770128735,4.814457429207321,0.000999000999000999,0,1000,0,,39|20|17|19|18|35|28|24
P22,val/n03930630/ILSVRC2012_val_00015879.JPEG,clean,0.9983283877372742,0.8105104100108147,0.0378462082118211,0.18781797772645947,0.9911783424998638,4.962663014357019,0.000999000999000999,0,1000,0,,17|19|22|18|2|11|45|14
P22,val/n03930630/ILSVRC2012_val_00035897.JPEG,clean,0.9981456995010376,0.8025684879422188,0.03756251962919573,0.1955772115588188,0.9906078797673407,5.206711729923597,0.000999000999000999,0,1000,0,,39|18|35|20|17|4|22|19
P22,val/n03930630/ILSVRC2012_val_00026503.JPEG,clean,0.9992846846580505,0.8872456043958664,0.023175634233604355,0.11203908026218412,0.9936559870848775,4.83434796790713,0.000999000999000999,0,1000,0,,31|37|12|45|19|10|27|14
P22,val/n03930630/ILSVRC2012_val_00025354.JPEG,clean,0.997622549533844,0.7734688967466354,0.04707435713403612,0.22415365278720856,0.9895049711407756,4.761693338667794,0.000999000999000999,0,1000,0,,18|17|35|2|19|4|48|39
P22,val/n03930630/ILSVRC2012_val_00039508.JPEG,clean,0.9982382655143738,0.8304653304219246,0.03726874817905109,0.16777293509244917,0.9896084117189087,4.501705672710386,0.000999000999000999,0,1000,0,,35|39|37|18|17|28|22|4
P22,val/n03930630/ILSVRC2012_val_00037136.JPEG,clean,0.9984834790229797,0.7716203696131706,0.04432597637600905,0.22686310940980914,0.9933596486934865,5.118062318252651,0.000999000999000999,0,1000,0,,35|39|8|37|28|18|38|17
P22,val/n03930630/ILSVRC2012_val_00049612.JPEG,clean,0.9978323578834534,0.8655253576636315,0.026515241756617652,0.1323070002198219,0.9838806627116762,4.989847025882795,0.000999000999000999,0,1000,0,,39|15|0|18|48|2|40|4
P22,val/n03930630/ILSVRC2012_val_00010012.JPEG,clean,0.9974738955497742,0.8118299275636673,0.03724708070371013,0.18564396798610683,0.9865754186225307,4.984121291621523,0.000999000999000999,0,1000,0,,35|17|39|18|19|37|22|20
