pair_id,proxy_layer,target_layer,subset,image_count,true_cka,null_mean,null_std,z_score,empirical_p_value,null_exceedance_count,permutations_evaluated,exact_null
P19,vision_mid,vision_mid,class_8,5,0.9999964237213135,0.5189601996866595,0.18403088194113476,2.613888598265378,0.008333333333333333,0,119,1
P19,vision_mid,vision_mid,classes_7_8,10,0.9999918937683105,0.38008643394708636,0.09494810979070997,6.528886790770822,0.000999000999000999,0,1000,0
P19,vision_mid,vision_final,global,50,0.5525819063186646,0.23190360160171986,0.021374518666950736,15.002831629269727,0.000999000999000999,0,1000,0
P19,vision_mid,vision_final,class_7,5,0.8543098568916321,0.782242414330234,0.04431372866346505,1.6263005785115727,0.08333333333333333,9,119,1
P19,vision_mid,vision_final,class_8,5,0.8883111476898193,0.6279952360802338,0.13249190153420387,1.9647684771312823,0.05,5,119,1
P19,vision_mid,vision_final,classes_7_8,10,0.7877755761146545,0.49980894589424135,0.07077334449934017,4.068857170132718,0.000999000999000999,0,1000,0
P19,vision_mid,projected,global,50,0.5652332901954651,0.22882046735286712,0.02091964985258613,16.081188031978936,0.000999000999000999,0,1000,0
P19,vision_mid,projected,class_7,5,0.8732485175132751,0.7837192230865735,0.04969390402778451,1.8016152318530794,0.05,5,119,1
P19,vision_mid,projected,class_8,5,0.9062785506248474,0.6318151980888944,0.12995014680716607,2.1120665061135413,0.03333333333333333,3,119,1
P19,vision_mid,projected,classes_7_8,10,0.7925374507904053,0.5043820839524269,0.06783713314455757,4.247752720091127,0.000999000999000999,0,1000,0
P19,vision_final,vision_mid,global,50,0.5521090030670166,0.23347040218114853,0.020983230103176504,15.185393255427893,0.000999000999000999,0,1000,0
P19,vision_final,vision_mid,class_7,5,0.8544161319732666,0.7826832092108846,0.04430544493865037,1.6190543365879826,0.08333333333333333,9,119,1
P19,vision_final,vision_mid,class_8,5,0.8887361288070679,0.6273924508014647,0.13285252512227433,1.9671713259877346,0.05,5,119,1
P19,vision_final,vision_mid,classes_7_8,10,0.7887041568756104,0.5022407979071141,0.07097778759107623,4.035957849502092,0.000999000999000999,0,1000,0
P19,vision_final,vision_final,global,50,0.9999071359634399,0.423057870477438,0.01757143656014268,32.82880506164591,0.000999000999000999,0,1000,0
