pair_id,proxy_layer,target_layer,subset,image_count,true_cka,null_mean,null_std,z_score,empirical_p_value,null_exceedance_count,permutations_evaluated,exact_null
P21,projected,vision_final,classes_7_8,10,0.960846483707428,0.5041440121233464,0.07078806207524528,6.451687730886354,0.000999000999000999,0,1000,0
P21,projected,projected,global,50,0.9172278642654419,0.3377293967306614,0.019157982544248265,30.248407743160897,0.000999000999000999,0,1000,0
P21,projected,projected,class_7,5,0.9830852150917053,0.7242676705873313,0.12039305475086816,2.1497713887229666,0.008333333333333333,0,119,1
P21,projected,projected,class_8,5,0.9700133800506592,0.8368348103611409,0.052167712292755505,2.5528926578598052,0.008333333333333333,0,119,1
P21,projected,projected,classes_7_8,10,0.9701866507530212,0.5043026737868785,0.0715775100518911,6.50880390542216,0.000999000999000999,0,1000,0
P22,vision_mid,vision_mid,global,50,0.9999725222587585,0.13109008012712,0.026298984953826095,33.038630337146515,0.000999000999000999,0,1000,0
P22,vision_mid,vision_mid,class_7,5,0.9999916553497314,0.667245979819979,0.1234149454500468,2.696153811164094,0.008333333333333333,0,119,1
P22,vision_mid,vision_mid,class_8,5,0.9999905824661255,0.7130643364762058,0.10444833805612645,2.7470637765029515,0.008333333333333333,0,119,1
P22,vision_mid,vision_mid,classes_7_8,10,0.9999893307685852,0.45524556455016135,0.08619003486456428,6.3202639037611865,0.000999000999000999,0,1000,0
P22,vision_mid,vision_final,global,50,0.5287947654724121,0.23656920321285724,0.0203126733227574,14.386366462761874,0.000999000999000999,0,1000,0
P22,vision_mid,vision_final,class_7,5,0.8544160723686218,0.7826832372601292,0.044305449445285555,1.6190521935022495,0.08333333333333333,9,119,1
P22,vision_mid,vision_final,class_8,5,0.8486990928649902,0.7986936894785456,0.0633351804245591,0.7895359743390636,0.3333333333333333,39,119,1
P22,vision_mid,vision_final,classes_7_8,10,0.7317045331001282,0.559166895121336,0.0645104903192782,2.6745671459767424,0.016983016983016984,16,1000,0
P22,vision_mid,projected,global,50,0.5254485607147217,0.22440528407692908,0.020801227976316297,14.472380043166305,0.000999000999000999,0,1000,0
P22,vision_mid,projected,class_7,5,0.8637092113494873,0.7839097340567773,0.04643713059689905,1.7184411755630478,0.058333333333333334,6,119,1
P22,vision_mid,projected,class_8,5,0.8817390203475952,0.7806061841860539,0.08085043863779615,1.250863172364578,0.175,20,119,1
P22,vision_mid,projected,classes_7_8,10,0.7423939108848572,0.547355116635561,0.06664213116761361,2.9266590193334046,0.006993006993006993,6,1000,0
